idnoremp;Seccion18;Division;periodo;intio;pottcag;gppgpa;ocgtot;CONINTER;OTROSG;PEROCU;PEREMU;PMISION;SULPERM;SULSAL;SULTEMP;SULMISION;SULAPRENDIZ;PRESPERM;PRESTEMP;PRESMISION;PRESTA;REMU;PROBRU;VALAGRE;TOTG;idaio;imesetot;inoio;insertot;potpsfr;pompsfr;pohpsfr;potperm;pomperm;pohperm;pottcde;pomtcde;pohtcde;pottmoe;pomtmoe;pohtmoe;pomtcag;pohtcag;potpau;pompau;pohpau;pomtot;pohtot;pottot;pompsfr1;pohpsfr2;pompsfr3;pohpsfr4;pompsfr5;pohpsfr6;pomperm1;pohperm2;pomperm3;pohperm4;pomperm5;pohperm6;pomtcde1;pohtcde2;pomtcde3;pohtcde4;pomtcde5;pohtcde6;pomtcag1;pohtcag2;pomtcag3;pohtcag4;pomtcag5;pohtcag6;pomtdhc;pohtdhc;pomtmad;pohtmad;pompau1;pohpau2;pomtot1;pohtot2;pomtot3;pohtot4;pomtot5;pohtot6;ththca;thtmas;gppsi;gpper;gpppsp;gpppst;gsppt;gppcpo;gppano;gppavo;gpppta;gppgpn;gpptpot;ocgrps;gmesetot;gsptot;ocgrc;ocgid;occree;ocgoi;ocgpc;ocgog;ocgtg;ocgamc;ocgtgno;gouts;ocgsv;ocgee;ocgar;ocgca;ocgse;ocgsp;ocgco;ocgfa;ocgpp;ocgnr;ocggv;ocgct;ocggr;ocgup;ocgcl;ocgusi;ocgspe;ocgsgn;gppsied1;gppsied2;gppsied3;gppered1;gppered2;gppered3;gpppsp1;gpppsp2;gpppsp3;gpppsted1;gpppsted2;gpppsted3;gppcpoed1;gppcpoed2;gppcpoed3;gppanoed1;gppanoed2;gppanoed3;gppavoed1;gppavoed2;gppavoed3;gppdocen;gppgpaed1;gppmoni;gppgpned1;gppgpned2;gppgpned3;gpptpoted1;gpptpoted2;gpptpoted3;opcomex
10413;H1;52;2018;24398744;0;108979;6486516;5680189;1023334;266;266;0;10116643;10286847;61225;0;108979;2539006;7693;0;5224704;15511551;24398744;18718555;16534885;1988;0;1398778;22999966;0;0;0;248;166;82;5;3;2;0;0;0;0;0;13;4;9;173;93;266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;259069;9935295;2461285;0;0;2034430;643575;0;0;1023334;16534885;2918352;0;140964;0;269475;0;449613;60766;0;564251;0;0;0;100673;87192;342777;188630;36319;26343;547918;1753;63314;253873;62144;5626;43402;89558;35158;62633;135782;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
10415;H1;52;2018;64117151;50;75286;34685456;33062022;933690;240;240;0;5557391;5632677;0;0;75286;1526106;0;0;2875819;8508496;64117151;31055129;9442186;1994;0;56140;64061011;0;0;0;230;63;167;0;0;0;0;0;0;14;36;10;3;7;80;210;290;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1409310;4570874;1103313;0;0;1041952;289617;18144;937117;933690;9442186;13942258;0;1005485;0;775580;0;560323;114024;0;567650;0;0;0;1084651;79984;6127976;161313;1282203;22382;177414;22153;0;4344552;150737;487;220970;43447;1085606;209803;1769341;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10416;H1;52;2018;1294866;1;8777;651001;529579;51702;15;15;0;354187;362964;0;0;8777;82279;0;0;134311;497275;1294866;765287;548977;1997;0;5000;1289866;0;0;0;14;4;10;0;0;0;0;0;0;0;1;1;0;1;4;12;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;354187;82279;0;0;30402;14750;6880;27093;51702;548977;180016;0;50425;0;14537;0;37434;66703;0;52970;0;0;0;2482;14276;0;0;12335;1986;11260;5737;0;94157;0;38850;5209;2817;10119;5817;16778;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10420;H1;52;2018;58436199;223;132318;30394933;29241336;1158790;456;456;0;7835824;7968142;0;0;132318;1932605;0;0;3559794;11527936;58436199;29194863;12686726;1969;0;1048822;57387377;0;0;0;442;100;342;0;0;0;0;0;0;30;193;14;6;8;136;543;679;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;899563;7206130;1662736;0;0;1262702;364487;0;5100399;1158790;12686726;4169773;0;473413;0;657291;0;299359;0;0;1274979;0;0;0;2208089;1047345;7240529;27892;242523;3785;349224;2611838;3699;2144086;190877;300998;46589;120633;619188;486194;776230;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
10421;H1;52;2018;19031291;3;17969;13560845;13157103;79487;40;40;0;994793;1012762;0;0;17969;291965;0;0;498935;1511697;19031291;5874188;1591184;1982;0;56249;18975042;0;0;0;38;21;17;0;0;0;0;0;0;1;2;2;1;1;23;20;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;119341;911254;256163;0;0;152959;54011;0;54286;79487;1591184;12290920;0;510050;0;202262;0;175957;22474;0;46685;0;0;0;10630;26376;4538;24105;30201;1462;87932;19;0;21737;10817;1183;7012;21069;3251;7835;44;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
10422;H1;52;2018;4972979;0;18790;2980686;2394251;33075;45;45;0;1190205;1208995;0;0;18790;359379;0;0;589073;1798068;4972979;2578728;1831143;1992;0;959798;4013181;0;0;0;43;21;22;0;0;0;0;0;0;0;0;2;1;1;22;23;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;350591;944791;254202;0;0;161602;68092;0;0;33075;1831143;0;0;243330;0;42547;0;238702;283460;0;113521;0;0;0;234469;29774;580124;87044;136858;52180;111462;133295;0;161465;12737;320882;9215;32638;61225;8502;87256;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
15445;H1;52;2018;5295686;0;7461;2722728;2473299;49233;26;25;0;537798;545259;0;0;7461;123773;0;0;254077;799336;5295686;2822387;848569;1992;0;2788605;2507081;1;1;0;24;15;9;0;0;0;0;0;0;0;0;1;0;1;16;10;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;537798;123773;0;0;102310;27994;0;0;49233;848569;0;0;61225;0;48240;0;155542;21283;0;206740;0;0;0;108309;0;1104260;875;30772;29976;28419;2488;0;529572;0;220166;385;22819;117230;7317;27110;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10423;H1;52;2018;10920524;0;28136;3628260;3363049;239731;97;97;0;1430401;1663773;205236;0;28136;401228;47276;0;775822;2439595;10912401;7549352;2679326;1993;30812;0;10889712;0;0;0;70;27;43;23;10;13;0;0;0;0;0;4;3;1;40;57;97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;236827;1264622;330180;0;0;238634;79089;9595;0;239731;2679326;1741826;8123;186253;0;72057;0;170536;0;0;124973;0;0;0;306946;189160;221336;15177;103278;17867;54369;8101;0;90008;55932;29706;5285;127443;2645;27108;70131;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10424;H1;52;2018;20938198;3;60208;10771947;10462423;380827;212;212;0;3324768;3384976;0;0;60208;959238;0;0;1848725;5233701;20680222;10217799;5614528;1996;0;0;20938198;0;0;0;205;69;136;0;0;0;0;0;0;1;2;7;4;3;74;141;215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;379587;3059057;845362;0;0;533287;191223;164977;65894;380827;5614528;567344;0;753458;0;174953;0;39845;3289;0;1518734;0;0;23461;1235619;236263;3956762;169551;46229;40947;241919;88335;51;500302;26555;0;820;176152;800;107262;789386;8016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10425;H1;52;2018;13803298;60;9114;9934701;9781592;0;32;32;0;1013595;1022709;0;0;9114;263601;0;0;476098;1498807;13803298;4021706;1498807;1997;0;0;13803298;0;0;0;31;13;18;0;0;0;0;0;0;8;52;1;1;0;22;70;92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;299528;803925;173743;0;0;163565;48932;0;1389801;0;1498807;5463718;0;57999;0;111810;0;8188;4120;0;0;0;0;0;0;0;2252249;0;104555;8066;57822;188551;0;146620;43679;0;0;22341;4459;0;70723;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10426;H1;52;2018;6679289;6;11094;4110530;3918597;70119;25;25;0;483937;586454;91423;0;11094;103425;18678;0;227366;813820;6679289;2760692;883939;1998;0;5705;6673584;0;0;0;18;6;12;5;2;3;0;0;0;3;3;2;1;1;12;19;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;483937;103425;0;0;81275;23988;0;138439;70119;883939;1117032;0;238688;0;73153;0;39146;55145;0;244064;0;0;0;17866;241674;1510258;16657;57419;16945;33298;82404;2815;64640;20618;17133;0;14506;12071;7563;88960;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10428;H1;52;2018;113557237;292;376665;64998031;57239096;2063519;1030;1030;0;23999222;24643191;267304;0;376665;7729052;66826;0;13034270;37677461;113557237;56318141;39740980;1938;0;458853;113098384;0;0;0;974;396;578;9;7;2;0;0;0;65;227;47;30;17;498;824;1322;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6444786;19487872;5795616;0;0;3843732;1343105;51555;5171912;2063519;39740980;0;0;1345976;0;1073514;0;3211131;2964482;0;12563404;0;0;250248;3621569;6355623;14073163;42010;1818468;330403;3965076;1951905;49083;2310254;721176;112553;15115;272698;325216;325798;2118805;8449;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10429;H1;52;2018;48320780;55;168485;28415297;26446921;1844807;416;416;0;8353713;12923372;4401174;0;168485;3384096;1954215;0;7582569;20505941;48320780;21873859;22350748;1965;0;66523;48254257;0;0;0;169;51;118;229;88;141;0;0;0;26;29;18;9;9;174;297;471;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4555898;5164584;2017327;0;0;2157563;59314;27381;1230227;1844807;22350748;0;0;1530910;0;602120;0;1117932;15457;0;1733375;0;0;631989;5608814;393363;1279304;327831;750452;194672;747847;1081117;136896;4953592;806832;0;147927;1070676;0;172891;3622961;258112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
10430;H1;52;2018;74226537;289;174249;33243421;30604327;1425251;529;529;0;12986529;13160778;0;0;174249;3779721;0;0;6530456;19691234;74226537;43622210;21116485;1967;0;45417;74181120;0;0;0;508;217;291;0;0;0;0;0;0;122;167;21;16;5;355;463;818;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3007428;10881329;2877493;0;0;1988592;666199;95944;5557565;1425251;21116485;0;0;1807821;0;707768;0;1174584;522005;0;3638953;0;0;0;2626206;2976224;7538306;432616;1670614;72801;727558;733555;112029;1066421;187326;0;23222;251470;249844;330786;835747;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10431;H1;52;2018;20031098;12;9384;16901088;16576793;223952;15;15;0;608926;618310;0;0;9384;199929;0;0;354795;973105;20031098;3454305;1197057;1975;0;0;20031098;0;0;0;14;5;9;0;0;0;0;0;0;2;10;1;1;0;8;19;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;404225;325968;78661;0;0;112397;42469;0;533664;223952;1197056;10200544;0;273532;0;209041;0;59001;0;0;1293714;0;0;0;393767;113347;3048681;2990;34666;37550;5456;0;0;348218;36521;0;1017;45225;54947;79673;129534;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10432;H1;52;2018;22508753;0;26961;8162675;7579525;471853;69;69;0;2295909;2322870;0;0;26961;983356;0;0;1591911;3914781;22508753;14929228;4386634;1977;0;0;22508753;0;0;0;66;18;48;0;0;0;0;0;0;0;0;3;0;3;18;51;69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1336978;1360024;582263;0;0;425511;166855;16189;0;471853;4386634;1855511;0;1061447;0;6212;0;531915;0;0;673740;0;0;205257;486419;0;20486;38208;262576;285;100331;11031;390;2521606;128250;0;104088;35923;14406;98094;6500;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10433;H1;52;2018;14919879;21;9000;9839630;6565392;30366;47;46;0;905984;914984;0;0;9000;202059;0;0;397472;1312456;14919879;8354487;1342822;1979;0;5785;14914094;1;0;1;45;13;32;0;0;0;0;0;0;3;18;1;0;1;16;52;68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;905984;202059;0;0;158933;36480;0;670654;30366;1342822;0;0;316962;0;188240;0;3029657;0;0;53733;0;0;0;317429;0;2451;10667;279138;14524;165291;17418;0;4384436;99424;0;386;45619;22453;69743;150105;1300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10434;H1;52;2018;53569935;266;82425;31023136;30381693;231127;299;299;0;6464356;6546781;0;0;82425;1529363;0;0;2578876;9125657;53569935;23188242;9356784;1980;0;1049799;52520136;0;0;0;288;220;68;0;0;0;0;0;0;25;241;11;7;4;252;313;565;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1165454;5648538;1179727;0;0;799989;249524;0;6412191;231127;9356784;3501197;0;422464;0;259895;0;172925;6140;0;264885;0;0;0;89244;1959344;11309816;28967;9005;38250;35361;13054;0;1631405;346378;0;0;134010;1871;248390;4138344;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10435;H1;52;2018;6789052;16;28234;4237573;3892711;214908;70;70;0;853961;998512;116317;0;28234;197143;15148;0;496268;1494780;6789052;2896341;1709688;1984;0;154384;6634668;0;0;0;56;24;32;11;5;6;0;0;0;6;10;3;2;1;37;49;86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;117811;771493;161800;0;0;239700;44277;0;234460;214908;1709688;0;0;160975;0;63779;0;245101;656;0;719760;0;0;0;278446;1179448;388975;25504;239082;27846;134122;29271;1528;158177;42668;110061;364;25829;39376;37566;94579;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10436;H1;52;2018;62209915;252;150610;48950531;44114033;377687;266;266;0;6577273;7052111;324228;0;150610;2639121;70777;0;4421336;11473447;62209915;18095882;11851134;1965;0;306146;61903769;0;0;0;229;91;138;17;11;6;0;0;0;68;184;20;16;4;186;332;518;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1860704;5274780;2080910;0;0;1283194;428045;199;5488758;377687;11851134;0;0;723145;0;533570;0;1122087;2797991;0;4957170;0;0;0;860421;780189;17750456;80090;3667815;323912;712477;5140555;10209;1001163;177530;34346;56625;433604;992855;114966;1182655;7942;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10437;H1;52;2018;54196579;2;36381;33317469;32112572;1837904;780;780;0;11787970;11824351;0;0;36381;2952464;0;0;5809412;17633763;54196579;22084007;19471667;1998;0;3047504;51149075;0;0;0;775;224;551;0;0;0;0;0;0;0;2;5;2;3;226;556;782;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;435120;11483386;2821928;0;0;2657103;525523;0;71078;1837904;19797345;44862;0;374994;0;608149;0;193622;83716;0;3442197;0;0;0;206171;141564;10691479;30943;204527;150555;403657;30046;41776;1163428;26482;14646289;856;26370;4045;0;696014;34649;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10438;H1;52;2018;45698836;0;31183;27688503;27042892;1287244;911;911;0;10977568;11008751;0;0;31183;2561203;0;0;4545558;15554309;45698836;18655944;16841553;2001;0;0;45698836;0;0;0;907;252;655;0;0;0;0;0;0;0;0;4;2;2;254;657;911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40000;10949568;2549203;0;0;1507359;461502;15494;0;1287244;16841553;25057641;0;649138;0;6976;0;127592;497547;0;420322;0;0;0;1610;16731;96092;13916;74263;1910;41731;25948;499;52246;83156;0;615;29637;0;485002;5931;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10439;H1;52;2018;39612976;31;70807;22610449;21580110;259044;203;203;0;6307412;6378219;0;0;70807;2124267;0;0;3790823;10169042;39612976;18032866;10428086;1984;0;0;39612976;0;0;0;195;77;118;0;0;0;0;0;0;13;18;8;5;3;95;139;234;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;6307412;2124267;0;0;1868423;359975;59101;822309;259044;11049029;17429478;0;1194877;0;468421;0;208986;331382;0;455956;0;0;0;22000;44438;63320;678331;378244;1841;104004;24961;0;142419;11632;0;211406;0;0;0;16444;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10440;H1;52;2018;57470155;594;27760;48050169;47352471;319316;212;212;0;5138274;5166034;0;0;27760;1147314;0;0;2142348;7308382;57470155;10117684;7627698;1978;0;2473349;54996806;0;0;0;209;76;133;0;0;0;0;0;0;119;475;3;2;1;197;609;806;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1100957;4367604;817027;0;0;716645;278389;0;11184398;319316;7627698;34476673;0;489130;0;637895;0;25317;22342;0;208546;0;0;0;2680;437066;148686;54311;16785;1684;42827;5199;14183;96132;67990;1908;7030;24269;4514;61181;19423;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10441;H1;52;2018;14421627;1;7812;8422981;7671113;117017;182;182;0;1529189;3643729;2106728;0;7812;341805;483841;0;1522199;5165928;14421627;6750514;5282945;1981;0;1287469;13134158;0;0;0;23;6;17;158;27;131;0;0;0;0;1;1;0;1;33;150;183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1529189;341805;0;0;497093;199460;0;52037;117017;5282945;0;0;113085;0;161830;0;428428;88475;0;110118;0;0;265628;669085;29998;5506929;17565;94284;86659;149117;5764;32014;302300;2121;0;50024;63495;18640;8223;166936;226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10442;H1;52;2018;22154883;12;23476;17223825;16839794;336788;63;63;0;2349862;2373338;0;0;23476;499639;0;0;872873;3246211;22154883;5315089;3582999;1996;0;142980;22011903;0;0;0;60;21;39;0;0;0;0;0;0;0;12;3;1;2;22;53;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;759351;1818316;271834;0;0;274868;98366;0;62698;336788;3582999;15932451;0;340431;0;2284;0;328468;48186;0;177526;0;0;0;8329;37427;0;60917;15609;1000;13293;0;26150;24904;25852;0;70056;16742;10587;10021;10894;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10443;H1;52;2018;24931803;0;74999;15713042;15224145;864733;280;280;0;4644834;4719833;0;0;74999;1029995;0;0;1985707;6705540;24931803;9707658;7570273;1991;0;5231421;19700382;0;0;0;270;43;227;0;0;0;0;0;0;0;0;10;3;7;46;234;280;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;4644834;1029995;0;0;771994;183718;0;0;864733;7570273;0;0;172694;0;336862;0;0;0;0;872938;0;0;0;2267295;0;5793084;0;64316;0;131121;1969330;24326;2640802;4159;0;76588;126498;684039;156443;392547;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10444;H1;52;2018;118000945;1027;278108;63446276;61410014;14789646;1785;1785;0;5925335;27847283;21643840;0;278108;1843514;5363021;0;15243239;43090522;118000945;56590931;57880168;1985;959;3538097;114461889;0;0;0;227;66;161;1527;300;1227;0;0;0;217;810;31;17;14;600;2212;2812;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1581784;4818086;1368979;0;0;6824649;1211052;1003;21091975;14789646;57880168;36714241;0;581593;0;1510758;0;487992;7934;0;175815;0;0;93945;77843;3258;432105;37846;88221;5844;52061;64535;4381;201676;111909;0;19019;24020;207;1651159;7939;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10446;H1;52;2018;92352675;11;120129;59161379;57901084;1481739;227;227;0;10696900;10817029;0;0;120129;4277039;0;0;7194018;18011047;92352675;34451591;19492786;1997;0;0;92352675;0;0;0;215;28;187;0;0;0;0;0;0;2;9;12;4;8;34;204;238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6708725;6000792;2264421;0;0;2596553;801346;0;327355;1481739;19973705;53573745;0;976409;0;614135;0;557068;58551;0;0;0;0;0;401651;65469;342917;26487;131306;19682;225561;39086;122968;533492;789721;0;36073;64427;40572;35631;179073;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10447;M1;70;2018;22925498;0;74335;18984207;18954683;399789;227;227;0;5003601;5077936;0;0;74335;1235594;0;0;2210091;7288027;22925498;3970815;7687816;1995;0;0;22925498;0;0;0;213;131;82;0;0;0;0;0;0;0;0;14;8;6;139;88;227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;5003601;1235594;0;0;720609;253888;0;0;399789;7687816;15817790;0;213993;0;0;0;0;0;0;0;0;0;0;62801;0;947752;0;44612;46773;222314;0;147434;306033;0;970264;20901;72633;0;0;110907;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10448;H1;52;2018;;;;;;;;;;;;;;;;;;0;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
10449;H1;52;2018;76556723;33;75072;63787166;61279945;3431322;136;136;0;8479689;8554761;0;0;75072;2905419;0;0;4995577;13550338;76298747;15018802;16981660;1962;0;1170180;75386543;0;0;0;128;75;53;0;0;0;0;0;0;22;11;8;6;2;103;66;169;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5499716;4629888;1255504;0;0;1478087;602933;9138;1603573;3431322;16981660;35033889;0;6850938;0;790579;0;1400420;142837;0;12750528;0;0;626382;979946;34659;352609;95746;588971;60712;635801;0;136869;321286;735091;0;80019;104347;127084;72090;262790;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
10450;H1;52;2018;24612006;0;52149;13298503;12707228;369626;146;146;0;4565520;4908613;290944;0;52149;1447132;63956;0;2717473;7626086;24612006;11904778;7995712;1974;0;0;24612006;0;0;0;119;66;53;22;7;15;0;0;0;0;0;5;3;2;76;70;146;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1436937;3559664;1016051;0;0;817443;343433;45509;0;369626;7995712;9639660;0;163249;0;261;0;325054;237307;0;334569;0;0;67694;83724;0;1221500;17465;119512;11049;673351;1400;40000;39026;59500;0;11;152487;2608;19640;89436;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10451;H1;52;2018;3443890;1;11886;2348306;2221899;114224;27;27;0;721380;780941;47675;0;11886;173697;12556;0;388947;1169888;3443890;1221991;1284112;1983;0;0;3443890;0;0;0;20;10;10;5;4;1;0;0;0;1;0;2;1;1;16;12;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;721380;173697;0;0;139796;48095;14803;1567;114224;1284112;0;0;32883;0;37245;0;64048;3019;0;775475;0;0;0;4171;0;22256;32622;39416;903;77141;1205644;0;14424;0;223;5695;8935;7195;4783;10661;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10452;N2;79;2018;4359134;1;29508;2938400;1943734;123215;80;79;0;1994270;2023778;0;0;29508;646060;0;0;1029491;3053269;4359134;2415400;3176484;1987;0;135860;4223274;1;0;1;75;46;29;0;0;0;0;0;0;1;0;4;2;2;49;32;81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;309366;1777714;553250;0;0;286025;97406;0;13200;123215;3176484;0;0;1042980;0;4583;0;981118;0;0;0;0;0;0;0;0;497130;5639;34047;21466;120342;3337;14525;97852;39253;0;0;17299;0;0;45629;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10453;H1;52;2018;783945266;114;147435;306836499;294367574;2524859;509;509;0;21741701;21889137;0;0;147435;6737216;0;0;11897953;33787090;783945266;489577692;36311949;1995;0;119318466;664626800;0;0;0;487;181;305;0;0;0;0;0;0;16;98;22;12;10;209;413;622;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5771317;17701779;5005821;0;0;4052525;1120351;248027;2320005;2524859;36572116;197334690;0;17050860;0;2057603;0;5966530;3662626;0;4961024;0;0;227594;12509052;277366;5274309;1302267;3263552;760758;859176;22721314;788118;12904639;1525055;66860;159971;653559;4841047;283901;5064594;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10454;N2;79;2018;27723880;0;190574;8305486;7346053;341690;542;541;0;8540563;8731137;0;0;190574;2362289;0;0;3981320;12712457;27723880;20377827;13054147;1989;0;2452025;25271855;1;0;1;516;315;201;0;0;0;0;0;0;0;0;25;14;11;329;213;542;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1424533;7543390;1934929;0;0;1259314;359717;0;0;341690;13054147;0;0;119409;0;323749;0;562688;0;0;122799;0;0;0;422511;382098;2088103;30886;50072;10170;1023406;106531;66626;29305;228313;2300270;11958;86548;0;134223;201442;4379;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10455;N2;79;2018;16489148;0;17705;14290065;5415342;98173;30;30;0;753159;770864;0;0;17705;177201;0;0;314280;1085144;7864641;2449299;1183317;1991;0;0;16489148;0;0;0;28;22;6;0;0;0;0;0;0;0;0;2;1;1;23;7;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;753159;177201;0;0;106953;30126;0;0;98173;1183317;8624507;0;298164;0;130983;0;53928;13616;0;78629;0;0;0;0;257;91235;76341;12758;4500;54887;9558;14809;2280;15664;4750274;6892;22702;4151;10339;13591;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10456;J4;62;2018;38636724;0;20295;19999365;19262548;4430;125;125;0;12530396;12550691;0;0;20295;3519942;0;0;6459824;19010515;38459907;19197359;19014945;1992;0;0;38636724;0;0;0;123;57;66;0;0;0;0;0;0;0;0;2;1;1;58;67;125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5458452;8709480;1882406;0;0;1774494;716676;448712;0;4430;19014945;15734487;0;714536;0;281963;0;180578;245857;0;16302;0;0;0;39410;174313;274840;3017;35658;0;488642;0;79051;30955;1539363;0;42641;33561;0;0;84191;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10458;N2;79;2018;20597427;0;85327;8243118;7333197;390728;250;250;0;6321236;6406563;0;0;85327;1545312;0;0;2864988;9271551;20597427;13264230;9662279;1993;0;8798328;11799099;0;0;0;240;157;83;0;0;0;0;0;0;0;0;10;7;3;164;86;250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;334887;6086815;1444846;0;0;993765;325911;0;0;390728;9662279;0;0;672808;193174;228578;0;612612;3406;0;1545906;0;0;0;251447;208484;1315867;19221;106423;15618;562721;238008;1091131;127737;221670;586390;32880;37224;681;73297;97835;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10459;N2;79;2018;220081460;2;242128;169309115;34317237;1324460;896;896;0;21276919;23219850;1700804;0;242128;5562940;391844;0;10251629;33471479;89981648;55664411;34795939;1987;0;15864778;204216682;0;0;0;787;488;299;74;52;22;0;0;0;1;0;35;28;7;569;329;898;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3070104;19127846;4641909;0;0;3160466;1092301;44078;75916;1324460;34795939;130099812;0;1080686;1150830;1146385;0;2492086;965293;0;5551096;0;0;3467885;231592;116786;4518837;161640;252581;73071;1601362;168843;8149192;784729;1278095;4524223;301512;399217;31200;230263;452137;3847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
