idnoremp;Seccion18;Division;periodo;intio;pottcag;gppgpa;ocgtot;CONINTER;OTROSG;PEROCU;PEREMU;PMISION;SULPERM;SULSAL;SULTEMP;SULMISION;SULAPRENDIZ;PRESPERM;PRESTEMP;PRESMISION;PRESTA;REMU;PROBRU;VALAGRE;TOTG;idaio;imesetot;inoio;insertot;potpsfr;pompsfr;pohpsfr;potperm;pomperm;pohperm;pottcde;pomtcde;pohtcde;pottmoe;pomtmoe;pohtmoe;pomtcag;pohtcag;potpau;pompau;pohpau;pomtot;pohtot;pottot;pompsfr1;pohpsfr2;pompsfr3;pohpsfr4;pompsfr5;pohpsfr6;pomperm1;pohperm2;pomperm3;pohperm4;pomperm5;pohperm6;pomtcde1;pohtcde2;pomtcde3;pohtcde4;pomtcde5;pohtcde6;pomtcag1;pohtcag2;pomtcag3;pohtcag4;pomtcag5;pohtcag6;pomtdhc;pohtdhc;pomtmad;pohtmad;pompau1;pohpau2;pomtot1;pohtot2;pomtot3;pohtot4;pomtot5;pohtot6;ththca;thtmas;gppsi;gpper;gpppsp;gpppst;gsppt;gppcpo;gppano;gppavo;gpppta;gppgpn;gpptpot;ocgrps;gmesetot;gsptot;ocgrc;ocgid;occree;ocgoi;ocgpc;ocgog;ocgtg;ocgamc;ocgtgno;gouts;ocgsv;ocgee;ocgar;ocgca;ocgse;ocgsp;ocgco;ocgfa;ocgpp;ocgnr;ocggv;ocgct;ocggr;ocgup;ocgcl;ocgusi;ocgspe;ocgsgn;gppsied1;gppsied2;gppsied3;gppered1;gppered2;gppered3;gpppsp1;gpppsp2;gpppsp3;gpppsted1;gpppsted2;gpppsted3;gppcpoed1;gppcpoed2;gppcpoed3;gppanoed1;gppanoed2;gppanoed3;gppavoed1;gppavoed2;gppavoed3;gppdocen;gppgpaed1;gppmoni;gppgpned1;gppgpned2;gppgpned3;gpptpoted1;gpptpoted2;gpptpoted3;opcomex
10001;I1;55;2018;2661282;0;30600;1522029;1337412;89191;49;49;0;324000;611100;256500;0;30600;152750;120555;0;395339;1006439;2661282;1323870;1095630;1992;0;143020;2518262;0;0;0;19;11;8;26;18;8;0;0;0;0;0;4;3;1;32;17;49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;324000;152750;0;0;94313;27721;0;0;89191;1095630;288584;0;33272;0;31578;0;22566;120215;0;0;0;0;0;0;39995;18317;18649;7872;80228;60127;31276;2819;188284;2460;33383;0;24095;4988;8258;405269;99794;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10002;I1;55;2018;4355860;0;19692;2410700;2355473;7845;83;82;0;1119813;1139505;0;0;19692;437772;0;0;620049;1759554;4355860;2000387;1767399;2005;0;2170100;2185760;1;0;1;80;40;40;0;0;0;0;0;0;0;0;2;1;1;41;42;83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1119813;437772;0;0;141007;41270;0;0;7845;1767399;804000;0;44000;0;30000;0;10000;0;0;119000;0;0;0;116000;161000;0;54000;4700;172000;23000;43000;58000;177000;2000;172000;700;9000;1300;18000;340000;52000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10003;I1;55;2018;14967912;115;37122;10343391;9759456;75258;93;93;0;1920909;1958031;0;0;37122;450734;0;0;836187;2794218;14967912;5208456;2869476;2016;0;8053631;6914281;0;0;0;89;50;39;0;0;0;0;0;0;90;25;4;2;2;142;66;208;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1920909;450734;0;0;283438;102015;0;2204145;75258;2869476;2966533;0;74965;12845;178360;0;354817;5294;0;136348;0;0;0;0;282549;1130326;3193;89221;220579;56159;55362;30711;250014;3764;283287;189258;59376;10054;33182;1477962;235087;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10004;I1;55;2018;10666938;0;21944;5924967;5813284;0;43;43;0;545550;567494;0;0;21944;120021;0;0;277020;844514;10666938;4853654;844514;2009;0;2357688;8309250;0;0;0;41;18;23;0;0;0;0;0;0;0;0;2;0;2;18;25;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;545550;120021;0;0;117413;49100;0;0;0;854028;427287;0;78543;0;58072;0;0;0;0;3733345;0;0;0;23123;0;36453;9876;21321;113209;23127;0;54097;543956;34120;234197;13210;21845;0;78321;420865;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10005;I2;56;2018;24247713;138;42248;21505783;20862660;319610;53;53;0;1399292;1441540;0;0;42248;539657;0;0;937669;2379209;24247713;3385053;2698819;1957;0;17468118;6779595;0;0;0;49;26;23;0;0;0;0;0;0;46;92;4;0;4;72;119;191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72149;1348788;518012;0;0;319863;121260;0;2568983;319610;2741930;2444808;0;556751;28570;128578;0;322516;37852;0;6196136;0;0;0;2223954;0;0;48421;6766;331330;167731;1760379;0;3205218;4702;0;0;40178;34676;73928;1224290;100016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10006;I2;56;2018;77402966;6;138592;55762705;54737106;1559572;606;606;0;7995582;9103374;969200;0;138592;2073118;145350;0;3762182;12865556;77402966;22665860;14425128;1989;0;0;77402966;0;0;0;508;339;169;85;45;40;0;0;0;3;3;13;6;7;393;219;612;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;121590;7910469;2036641;0;0;1173270;370444;0;90288;1559572;14425128;47418078;0;406716;0;585070;0;318409;53211;0;0;0;0;0;471226;1292819;162648;53364;310547;129020;171335;1426781;54714;1184996;244802;0;72772;66841;272336;267644;460974;248114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10007;I2;56;2018;1435181;0;13345;605824;583247;31586;49;49;0;181123;577668;383200;0;13345;39921;78704;0;228162;805830;1435181;851934;837416;1996;0;0;1435181;0;0;0;5;5;0;42;20;22;0;0;0;0;0;2;2;0;27;22;49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;181123;39921;0;0;86755;22782;0;0;31586;837416;199550;0;22750;16773;16950;0;2151;0;0;14805;0;0;0;71165;0;0;1332;2656;22153;6593;0;4360;3918;0;0;0;9490;20;0;104286;106872;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10008;I2;56;2018;15019373;61;34192;11044042;10814104;140766;81;81;0;1392589;1426781;0;0;34192;339001;0;0;615249;2042030;15019373;4205269;2182796;1998;0;0;15019373;0;0;0;77;72;5;0;0;0;0;0;0;57;4;4;4;0;133;9;142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1392589;339001;0;0;211245;65003;0;1284273;140766;2182796;6594399;0;86018;0;173003;0;28153;0;0;386693;0;0;0;74278;15216;791932;142073;35232;87875;19870;167132;271;237488;35952;95687;5580;53517;0;41784;555816;131800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10009;I2;56;2018;291222;0;0;309824;253510;0;10;9;0;0;86491;86491;0;0;0;15311;0;54437;140928;291222;37712;140928;2003;0;0;291222;1;0;1;0;0;0;9;3;6;0;0;0;0;0;0;0;0;3;7;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;14567;5567;18992;0;0;140928;157670;0;15237;0;12870;0;42630;0;0;31834;0;0;0;0;0;0;496;0;2168;8176;1652;0;6596;0;0;0;0;0;0;25668;4827;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10011;I2;56;2018;2028950;20;19875;1445646;1420570;17045;15;15;0;204807;224682;0;0;19875;38689;0;0;84592;309274;2028950;608380;326319;1998;0;0;2028950;0;0;0;13;3;10;0;0;0;0;0;0;4;16;2;0;2;7;28;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;204807;38689;0;0;36481;9422;0;288044;17045;326319;412248;0;0;749;12539;0;5269;0;0;17597;0;0;0;0;0;548472;0;3528;15612;9300;0;19928;601;0;0;0;914;0;0;97738;13107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10012;H1;52;2018;3751315;2;4776;2366507;2240723;8246;19;19;0;295733;300509;0;0;4776;69601;0;0;148473;448982;3747795;1507072;457228;1993;5057;4672;3741586;0;0;0;18;2;16;0;0;0;0;0;0;0;2;1;0;1;2;19;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;295733;69601;0;0;64060;18547;1835;93441;8246;462798;1499162;3520;199753;0;31966;0;85769;0;0;7114;0;0;0;0;27671;89156;0;3341;3794;42975;7586;0;20783;4628;0;2189;2480;219077;22053;49;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10013;H1;52;2018;21982379;6;28411;19443869;18973176;200594;36;36;0;698279;726690;0;0;28411;178560;0;0;401245;1127935;21982379;3009203;1328529;2003;0;0;21982379;0;0;0;33;6;27;0;0;0;0;0;0;0;6;3;2;1;8;34;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;698279;178560;0;0;119080;29054;74551;241654;200594;1328529;17626206;0;808038;0;265209;0;202319;162;0;21340;0;0;0;0;77672;0;0;143037;0;11237;0;0;42631;0;0;0;284;0;1168;2912;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10014;M1;70;2018;21664;0;5953;114096;88090;9084;10;10;0;145565;151518;0;0;5953;36703;0;0;63084;214602;12000;-76090;223686;1971;9664;0;12000;0;0;0;9;6;3;0;0;0;0;0;0;0;0;1;0;1;6;4;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;145565;36703;0;0;20311;6070;0;0;9084;223686;0;9664;34110;0;224;0;15573;0;0;4774;0;0;0;1322;0;0;0;11396;4894;14420;254;0;5500;513;0;0;391;0;142;10767;152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10015;H1;52;2018;24485021;0;17526;10025665;8203051;517000;51;51;0;1683242;1700768;0;0;17526;585441;0;0;1017397;2718165;24485021;16281970;3235165;1974;0;7372543;17112478;0;0;0;49;5;44;0;0;0;0;0;0;0;0;2;2;0;7;44;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;467347;1356099;445237;0;0;353118;99044;0;0;517000;3255371;1399745;0;1961929;0;267579;0;1422427;83705;0;17003;0;0;0;945721;6000;102397;31551;600132;76921;99769;32020;0;1585216;285822;0;93160;56964;48375;116043;296287;496899;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
10017;H1;52;2018;176986421;124;210076;140718840;138087789;4693580;451;451;0;13483766;13693842;0;0;210076;4107642;0;0;8251456;21945298;176986421;38898632;26638878;1992;0;398037;176588384;0;0;0;429;106;323;0;0;0;0;0;0;24;100;22;9;13;139;436;575;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3867806;10776302;2947300;0;0;2372974;709477;1061363;2186267;4693580;26638878;119784382;0;5190804;0;1955232;0;199724;365728;0;743271;0;0;0;1224060;100213;4820;241538;1941041;237175;266117;8092;202613;2835639;407020;5145;192796;113838;69430;52044;2392489;-638;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10018;H1;52;2018;5753669;0;0;3450215;3316163;2095;8;8;0;300744;300744;0;0;0;108401;0;0;181586;482330;5753669;2437506;484425;2002;0;0;5753669;0;0;0;8;5;3;0;0;0;0;0;0;0;0;0;0;0;5;3;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;115442;219935;73768;0;0;56734;16451;0;0;2095;484425;1925694;0;392870;0;75014;0;22525;26436;0;19324;0;0;0;114764;0;165968;45850;129801;3505;35036;34;6991;439556;3727;0;4643;2673;3895;1112;30797;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10019;N2;79;2018;5641478;0;18661;3060502;1658449;109746;54;54;0;1127193;1145854;0;0;18661;376481;0;0;603639;1749493;4681315;3022866;1859239;1970;0;19814;5621664;0;0;0;52;34;18;0;0;0;0;0;0;0;0;2;1;1;35;19;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;297575;918890;287208;0;0;169722;57436;0;0;109746;1859238;960163;0;130182;0;65328;0;192751;168374;0;154023;0;0;0;95282;0;238210;31827;48437;18412;199190;0;48861;43031;66265;190747;183033;68735;60283;5412;91956;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10020;N2;79;2018;4191318;3;20866;1807019;1487956;73107;56;55;0;1483491;1504357;0;0;20866;324473;0;0;579466;2083823;4191318;2703362;2156930;1971;0;196567;3994751;1;0;1;53;38;15;0;0;0;0;0;0;3;0;2;2;0;43;16;59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1483491;324473;0;0;179465;75528;0;45655;73107;2156930;0;0;608003;0;42199;0;220437;48000;0;168314;0;0;0;0;0;231867;11145;59786;5607;86118;99201;13102;32882;15889;32862;24968;11339;1200;1367;47078;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10021;H1;52;2018;7847019;6;17426;1802802;1670575;570829;43;43;0;1775781;1793207;0;0;17426;511140;0;0;1054389;2847596;7847019;6176444;3418425;1989;0;0;7847019;0;0;0;41;13;28;0;0;0;0;0;0;3;3;2;0;2;16;33;49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;388819;1503608;394494;0;0;319631;104967;118651;170239;570829;3418425;0;0;102908;0;92799;0;25629;0;0;0;0;0;31328;88930;0;217180;28529;62906;6678;185292;544;5732;180807;405215;0;20646;30319;66057;22506;58374;184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10022;H1;52;2018;7991664;0;41197;2025933;1790423;230250;133;133;0;2800551;2841748;0;0;41197;654233;0;0;1247146;4088894;7991664;6201241;4319144;1994;0;333059;7658605;0;0;0;128;76;52;0;0;0;0;0;0;0;0;5;2;3;78;55;133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;113410;2721164;620210;0;0;461619;131294;0;0;230250;4319144;561964;0;44380;0;64916;0;158634;0;0;89920;0;0;0;138132;28200;78262;61008;94741;15769;278709;5606;15943;106736;36544;0;167001;38299;2524;2668;35824;153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10023;H1;52;2018;3189387;0;34010;994113;806492;73196;78;76;0;977913;1011923;0;0;34010;231700;0;0;432036;1443959;3189387;2382895;1517155;1994;0;0;3189387;2;1;1;73;32;41;0;0;0;0;0;0;0;0;3;3;0;36;42;78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;977913;231700;0;0;159877;40459;0;0;73196;1517155;0;0;157730;0;36760;0;7726;136582;0;157297;0;0;0;6895;32164;46496;21633;33308;10871;92593;60270;367;38122;27283;0;0;70466;490;16496;39490;1074;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10024;H1;52;2018;2868189;0;20442;931633;849925;99439;64;60;0;566556;586998;0;0;20442;133259;0;0;242819;829817;2868189;2018264;929256;1995;0;0;2868189;4;0;4;57;32;25;0;0;0;0;0;0;0;0;3;3;0;35;29;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;566556;133259;0;0;86874;22686;0;0;99439;929256;0;0;71729;0;32527;0;41320;0;0;142999;0;0;0;10850;0;87455;19866;6235;10488;61352;7432;3264;82235;6224;0;236384;33377;25842;8914;38534;4606;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10025;H1;52;2018;3463648;0;19349;1372641;1214663;47852;42;41;0;807861;827210;0;0;19349;194567;0;0;355992;1183202;3463648;2248985;1231054;1967;0;86046;3377602;1;0;1;39;26;13;0;0;0;0;0;0;0;0;2;1;1;27;15;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;807861;194567;0;0;127545;33880;0;0;47852;1231054;0;0;263412;0;36168;0;41180;71021;0;481804;0;0;0;15571;32276;0;42212;3408;9135;30888;75426;9945;67450;5806;0;112500;34683;12202;11600;14964;990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10026;J3;61;2018;975878;0;12052;706186;694169;21186;41;40;0;0;287952;275900;0;12052;0;60280;0;118880;406832;975878;281709;428018;1998;0;0;975878;1;0;1;0;0;0;38;18;20;0;0;0;0;0;2;1;1;19;22;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;51800;6800;0;0;21186;428018;455006;0;0;0;8642;0;959;0;0;0;0;0;0;0;38866;0;94034;2196;2523;7614;104;1200;1490;0;0;0;12568;18900;2784;59300;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10027;J3;61;2018;136826756;75;62291;43783927;41151974;465098;164;164;0;9501575;9563866;0;0;62291;2531365;0;0;4096416;13660282;136826756;95674782;14125380;2001;0;0;136826756;0;0;0;156;124;32;0;0;0;0;0;0;11;64;8;3;5;138;101;239;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1945552;8139689;1947699;0;0;1171832;393219;0;1353718;465098;14125380;34627240;0;2496786;0;1217260;0;831373;556308;0;14487;0;0;0;50292;89539;783700;42146;172068;13465;362144;349590;0;5966;62168;0;134276;174833;160498;120925;165145;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10028;J3;61;2018;107876621;9;72239;90526797;64653266;74301;109;109;0;3720981;3793220;0;0;72239;1814831;0;0;2510277;6303497;89802988;25149722;6377798;1995;19775484;0;88101137;0;0;0;101;50;51;0;0;0;0;0;0;6;3;8;6;2;62;56;118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;791997;3166583;1577232;0;0;523546;171900;0;221883;74301;6377798;45294237;18073633;1012470;0;1088874;0;1795733;4815817;0;1097623;0;0;8276779;1802732;54757;135221;249491;267252;84492;216957;406530;1272375;443466;357485;434498;0;44000;48138;0;3032354;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10029;I1;55;2018;18953732;13;73661;8065427;7337489;158020;182;182;0;3584205;3657866;0;0;73661;1011384;0;0;1596276;5254142;18953732;11616243;5412162;2005;0;9190463;9763269;0;0;0;173;61;112;0;0;0;0;0;0;6;7;9;5;4;72;123;195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;691600;3100085;803904;0;0;419015;165877;0;247843;158020;5412162;3083000;0;104282;8296;184436;0;488730;15438;0;5050;0;0;0;327998;0;0;34814;76782;217027;204958;119660;217983;455710;12316;661624;90066;39236;11180;78466;1203504;177028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10030;LN1;77;2018;3846040;1;27413;1379452;1193090;130249;58;58;0;935168;1180703;218122;0;27413;266932;64583;0;603721;1784424;3801659;2608569;1914673;1992;60144;494183;3291713;0;0;0;34;11;23;21;3;18;0;0;0;0;1;3;0;3;14;45;59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;935168;266932;0;0;211681;60525;0;31383;130249;1914673;718930;44381;137339;0;35409;0;103487;0;0;42881;0;0;0;1140;31431;0;13574;9036;2682;20898;818;32289;22767;38547;0;21620;8910;22728;23847;15355;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10031;M1;71;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
10032;N3;78;2018;452485;0;0;168465;154781;4198;16;16;7;84966;159670;0;74704;0;18838;0;323005;374105;533775;452485;297704;537973;1992;0;0;452485;0;0;0;9;4;5;0;0;0;7;3;4;0;0;0;0;0;7;9;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;84966;18838;0;0;25736;6526;0;0;8396;542171;0;0;129977;0;9997;0;3436;0;0;4147;0;0;0;0;0;6045;824;590;567;3397;173;0;357;8900;0;0;14;0;0;41;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10033;M1;70;2018;35889440;2;13958;41191003;35759045;314711;37;37;0;1934482;1972604;24164;0;13958;962983;7783;0;1578219;3550823;35889440;130395;3865534;1996;0;66358;35823082;0;0;0;34;20;14;1;0;1;0;0;0;2;0;2;2;0;24;15;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1488316;892661;516488;0;0;375238;165944;66271;37537;314711;3865534;22203369;0;9669062;0;194829;0;3049227;2149022;0;324200;0;0;0;346665;592155;315973;105598;185185;11148;129858;5373;8580;411323;1321590;0;9927;12318;43181;5220;59663;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10034;M1;71;2018;19265000;0;72734;7188741;6697893;311055;250;250;0;0;3563891;3491157;0;72734;0;1844845;0;2697516;6261407;19265000;12567107;6572462;1993;0;0;19265000;0;0;0;0;0;0;241;9;232;0;0;0;0;0;9;9;0;18;232;250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;657011;195660;0;0;311055;6572462;5435623;0;46458;0;63288;0;415279;0;0;117510;0;0;0;0;515231;0;645;80684;2614;31260;100068;0;201476;44782;0;35100;14471;33763;42786;7703;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10035;M1;71;2018;7314809;0;59255;493522;396756;1038542;178;178;0;2863547;2922802;0;0;59255;674760;0;0;1263629;4186431;7314809;6918053;5224973;1996;0;0;7314809;0;0;0;170;35;135;0;0;0;0;0;0;0;0;8;5;3;40;138;178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2863547;674760;0;0;462025;126844;0;0;1038542;5224973;0;0;18167;0;49547;0;43395;0;0;4249;0;0;0;13998;30292;0;3505;84840;6125;8612;876;0;95011;0;0;0;8375;114722;0;10881;927;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10036;M1;71;2018;4048444;0;26875;1692006;1651072;137786;67;67;0;1272849;1299724;0;0;26875;291839;0;0;559197;1858921;4048444;2397372;1996707;2000;0;0;4048444;0;0;0;63;9;54;0;0;0;0;0;0;0;0;4;1;3;10;57;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1272849;291839;0;0;215250;52108;0;0;137786;1996707;0;0;1462887;0;37052;0;1981;0;0;8743;0;0;0;2405;0;31700;2710;3649;2086;25240;0;0;38706;14720;0;15000;6888;24826;3486;9927;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10038;M1;71;2018;11533381;0;12319;6284556;6106101;160132;41;41;0;1155029;1437949;270601;0;12319;374052;62504;0;614678;2052627;11533381;5427280;2212759;2001;0;0;11533381;0;0;0;25;9;16;14;1;13;0;0;0;0;0;2;1;1;11;30;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;374356;892980;261745;0;0;134748;43374;0;0;160132;2212759;0;0;259572;0;92685;0;26714;0;0;4987588;0;0;0;10121;5213;201107;115;16572;3380;69962;253240;25445;80806;186967;0;3016;10501;14174;4635;32517;226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10040;M1;70;2018;124569791;192;347022;52415971;50716576;1300581;1473;1473;0;14741680;39287419;24198717;0;347022;3483481;5331457;0;16116234;55403653;124569791;73853215;56704234;2005;0;0;124569791;0;0;0;511;111;400;925;254;671;0;0;0;58;134;37;20;17;443;1222;1665;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2137832;13245198;2842131;0;0;5566637;1517447;217212;4185192;1300581;56704234;0;0;13166150;0;1256802;0;70682;34888;0;8500710;0;0;0;258150;13444589;1575081;15351;476030;45864;1283681;165774;13698;1077858;2812444;0;2641;678955;1966816;1053935;325196;5484;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10041;N3;78;2018;4615822;0;0;77271;71969;102480;220;220;216;75271;2967139;0;2891868;0;16434;0;680978;1364714;4331853;4615822;4543853;4434333;1989;0;0;4615822;0;0;0;4;4;0;0;0;0;216;95;121;0;0;0;0;0;99;121;220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;75271;16434;0;0;550711;116591;0;0;204960;4536813;0;0;11373;0;4395;0;295;0;0;1580;0;0;0;0;0;10936;0;6309;1126;4895;2700;3210;9872;5325;5250;480;825;1210;3640;3850;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10042;N3;78;2018;1609286;0;0;35388;33932;50703;57;57;54;54536;1026586;0;972050;0;12248;0;253346;458907;1485493;1609286;1575354;1536196;1990;0;0;1609286;0;0;0;3;1;2;0;0;0;54;29;25;0;0;0;0;0;30;27;57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;54536;12248;0;0;151640;41673;0;0;101406;1586899;0;0;0;0;775;0;338;0;0;53;0;0;0;0;0;12200;0;7462;794;0;50;0;0;5020;0;0;2184;0;5855;564;93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10043;N3;78;2018;5881138;0;0;140668;111615;131940;291;291;291;0;3749333;0;3749333;0;0;0;828050;1549678;5299011;5882030;5770415;5430951;1990;0;0;5881138;0;0;0;0;0;0;0;0;0;291;200;91;0;0;0;0;0;200;91;291;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;567471;154157;0;0;263879;5562890;0;0;83181;0;4538;0;24228;0;0;0;0;0;0;3194;0;0;860;4634;1322;0;0;0;245;2256;0;0;1216;0;14994;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10044;N3;78;2018;25418768;0;0;238470;93741;1263342;1220;1220;1207;266550;15389316;0;15122766;0;59243;0;3671296;6650990;22040306;25418768;25325027;23303648;1991;0;0;25418768;0;0;0;13;7;6;0;0;0;1207;403;804;0;0;0;0;0;410;810;1220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;266550;59243;0;0;2255414;665037;0;0;2526684;24566990;0;0;12710;0;23783;0;120128;0;0;14240;0;0;0;0;0;42108;872;9804;0;10402;51;0;701;0;0;0;1062;0;2609;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10045;N3;78;2018;2526944;0;0;211413;204393;50416;157;157;141;204031;1526711;0;1322680;0;46722;0;329477;697635;2224346;2526944;2322551;2274762;1992;0;0;2526944;0;0;0;16;7;9;0;0;0;141;41;100;0;0;0;0;0;48;109;157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;204031;46722;0;0;255040;66396;0;0;100832;2325178;0;0;91222;0;3025;0;2852;0;0;4271;0;0;0;894;1249;27974;824;3058;7362;2825;17;0;132;4780;0;0;91;0;0;60837;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10046;N3;78;2018;4317;0;0;4719;4617;6;1;1;1;0;390;0;390;0;0;0;2197;3910;4300;4317;-300;4306;1994;0;0;4317;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;1311;402;0;0;12;4312;0;0;2700;0;46;0;37;0;0;1918;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
